"Obec / Kandidát (2023-2)";"Petr Pavel";"Andrej Babiš"
"Politická příslušnost";"BEZPP";"ANO"
"Poběžovice u Přelouče";54,28;45,71
"Pocinovice";61,71;38,28
"Počaply";71,15;28,84
"Počátky";51,86;48,13
"Počedělice";37,64;62,35
"Počenice-Tetětice";41,74;58,25
"Počepice";61,32;38,67
"Počítky";46,56;53,43
"Podbořanský Rohozec";34,69;65,3
"Podbořany";36,7;63,29
"Podbrdy";59,52;40,47
"Podbřezí";64,81;35,18
"Podbřežice";47,94;52,05
"Poděbrady";69,32;30,67
"Poděšín";70,44;29,55
"Poděvousy";37,12;62,87
"Podhorní Újezd a Vojice";55,93;44,06
"Podhořany u Ronova";40;60
"Podhradí (Cheb, 538817)";38,53;61,46
"Podhradí (Jičín, 573329)";57,03;42,96
"Podhradí nad Dyjí";53,84;46,15
"Podhradí (Zlín, 534811)";60;40
"Podhradní Lhota";60,88;39,11
"Podivice";31,81;68,18
"Podivín";55,85;44,14
"Podkopná Lhota";44,82;55,17
"Podlesí (Příbram, 564486)";62,11;37,88
"Podlesí (Ústí nad Orlicí, 580805)";68,26;31,73
"Podlešín";51,07;48,92
"Podluhy";57,02;42,97
"Podmoklany";40,74;59,25
"Podmokly (Klatovy, 551686)";41,93;58,06
"Podmokly (Rokycany, 560081)";42,38;57,61
"Podmoky (Havlíčkův Brod, 548251)";35,52;64,47
"Podmoky (Nymburk, 599590)";55,65;44,34
"Podmolí";34,09;65,9
"Podmyče";35;65
"Podolanka";61,11;38,88
"Podolí (Brno-venkov, 583634)";70,84;29,15
"Podolí I";46,66;53,33
"Podolí (Přerov, 516864)";33,33;66,66
"Podolí (Uherské Hradiště, 592501)";56,43;43,56
"Podolí (Vsetín, 569496)";39,85;60,14
"Podolí (Žďár nad Sázavou, 596469)";58,18;41,81
"Podomí";57,19;42,8
"Podsedice";40,85;59,14
"Podůlšany";61,38;38,61
"Podůlší";58,47;41,52
"Podveky";55,97;44,02
"Pohled";54,03;45,96
"Pohleď";51,02;48,97
"Pohledy";27,31;72,68
"Pohnánec";61,29;38,7
"Pohnání";67,27;32,72
"Pohorovice";57,14;42,85
"Pohorská Ves";48,23;51,76
"Pohořelice (Brno-venkov, 584801)";49,15;50,84
"Pohořelice (Zlín, 549461)";60,6;39,39
"Pohoří (Praha-západ, 539562)";75,3;24,69
"Pohoří (Rychnov nad Kněžnou, 576662)";61,39;38,6
"Pochvalov";39,75;60,24
"Pojbuky";28,12;71,87
"Pokojov";63,85;36,14
"Pokojovice";51,16;48,83
"Pokřikov";44,6;55,39
"Polánka";55,17;44,82
"Poleň";35,88;64,11
"Polepy (Kolín, 533599)";65,05;34,94
"Polepy (Litoměřice, 565431)";47,08;52,91
"Polerady (Most, 567353)";38,73;61,26
"Polerady (Praha-východ, 538639)";66,41;33,58
"Polesí";60,29;39,7
"Polešovice";59,23;40,76
"Polevsko";69,1;30,89
"Police nad Metují";60,68;39,31
"Police (Šumperk, 540731)";43,44;56,55
"Police (Třebíč, 591394)";49,18;50,81
"Police (Vsetín, 544621)";48,03;51,96
"Polička";61,83;38,16
"Poličná";58,2;41,79
"Polkovice";46,76;53,23
"Polná";58,41;41,58
"Polná na Šumavě";25,97;74,02
"Polní Chrčice";56,88;43,11
"Polní Voděrady";52,67;47,32
"Polnička";61,01;38,98
"Polom (Přerov, 516911)";30,53;69,46
"Polom (Rychnov nad Kněžnou, 548723)";56,81;43,18
"Polomí";48,23;51,76
"Polště";60,65;39,34
"Pomezí";55,92;44,07
"Pomezí nad Ohří";53,55;46,44
"Ponědraž";45,2;54,79
"Ponědrážka";53,65;46,34
"Ponětovice";67,76;32,23
"Poniklá";59,91;40,08
"Popelín";45,13;54,86
"Popice";50,34;49,65
"Popovice (Benešov, 532649)";50,29;49,7
"Popovice (Brno-venkov, 583651)";69,75;30,24
"Popovice (Uherské Hradiště, 592528)";54,61;45,38
"Popovičky";68,72;31,27
"Popůvky (Brno-venkov, 583669)";72,82;27,17
"Popůvky (Třebíč, 591408)";46,51;53,48
"Poříčany";64;36
"Poříčí nad Sázavou";67,25;32,74
"Poříčí u Litomyšle";72,36;27,63
"Postoloprty";32,61;67,38
"Postřekov";58,9;41,09
"Postřelmov";53,25;46,74
"Postřelmůvek";43,28;56,71
"Postřižín";67,32;32,67
"Postupice";57,23;42,76
"Pošná";54,24;45,75
"Poštovice";46,56;53,43
"Poteč";66,89;33,1
"Potěhy";48,98;51,01
"Potštát";42,72;57,28
"Potštejn";63,35;36,64
"Potůčky";61,76;38,23
"Potvorov";53,65;46,34
"Poustka";54,76;45,23
"Pouzdřany";50,85;49,14
"Povrly";50,59;49,4
"Pozďatín";47,47;52,52
"Pozděchov";65,86;34,13
"Pozdeň";51,9;48,09
"Pozlovice";63,69;36,3
"Pozořice";65,94;34,05
"Prace";66,54;33,45
"Pracejovice";51,89;48,1
"Prackovice nad Labem";43,85;56,14
"Práče";52,32;47,67
"Prádlo";56,15;43,84
"Praha";76,38;23,61
"Prachatice";58,74;41,25
"Prachovice";39,13;60,86
"Prakšice";60,81;39,18
"Prameny";35,93;64,06
"Prasek";44,9;55,09
"Praskačka";59,48;40,51
"Prasklice";50,38;49,61
"Praskolesy";58,96;41,03
"Prášily";83,05;16,94
"Pravčice";46,08;53,91
"Pravice";33,52;66,47
"Pravlov";50;50
"Pravonín";56,93;43,06
"Pravy";58,92;41,07
"Pražmo";47,33;52,66
"Prlov";41,58;58,41
"Proboštov";53,36;46,63
"Probulov";56,81;43,18
"Prodašice";63,63;36,36
"Prokopov";43,47;56,52
"Proruby";44,18;55,81
"Proseč (Chrudim, 572080)";56,6;43,39
"Proseč (Pelhřimov, 537829)";27,27;72,72
"Proseč pod Ještědem";53,12;46,87
"Proseč pod Křemešníkem";77,77;22,22
"Prosečné";50;50
"Prosenice";44,59;55,4
"Prosenická Lhota";65,33;34,66
"Prosetín (Chrudim, 572098)";48,22;51,77
"Prosetín (Žďár nad Sázavou, 596493)";66,52;33,47
"Prosíčka";54,28;45,71
"Prosiměřice";37,11;62,88
"Prostějov";53,71;46,28
"Prostějovičky";53,67;46,32
"Prostiboř";59,09;40,9
"Prostřední Bečva";55,47;44,52
"Prostřední Poříčí";31,48;68,51
"Protivanov";50,63;49,36
"Protivín";51,92;48,07
"Provodín";44,59;55,4
"Provodov";67,07;32,92
"Provodovice";54,63;45,36
"Provodov-Šonov";65,31;34,68
"Prštice";48,11;51,88
"Průhonice";71,58;28,41
"Prusice";60,37;39,62
"Prusinovice";49,42;50,57
"Prusy-Boškůvky";46,56;53,43
"Prušánky";59,07;40,92
"Prysk";52,12;47,87
"Pržno (Frýdek-Místek, 507181)";60,82;39,17
"Pržno (Vsetín, 544728)";57,76;42,23
"Přáslavice";51,18;48,81
"Přeborov";63,41;36,58
"Přebuz";49,33;50,66
"Přeckov";77,19;22,8
"Předboj";81,04;18,95
"Předenice";70,44;29,55
"Předhradí";58,05;41,94
"Předín";54,93;45,06
"Předklášteří";52,77;47,22
"Předměřice nad Jizerou";64,67;35,32
"Předměřice nad Labem";66,19;33,8
"Předmíř";47,87;52,12
"Přední Výtoň";68,18;31,81
"Přední Zborovice";66,03;33,96
"Předotice";55,55;44,44
"Předslav";47,26;52,73
"Předslavice";55,63;44,36
"Přehořov";49,15;50,84
"Přehvozdí";77,77;22,22
"Přehýšov";46,64;53,35
"Přechovice";63,63;36,36
"Přelíc";54,2;45,79
"Přelouč";54,29;45,7
"Přelovice";50,73;49,26
"Přemyslovice";47,43;52,56
"Přepeře (Mladá Boleslav, 570923)";56,09;43,9
"Přepeře (Semily, 577413)";68,59;31,4
"Přepychy (Pardubice, 575526)";40;60
"Přepychy (Rychnov nad Kněžnou, 576689)";52,08;47,91
"Přerov";46,42;53,57
"Přerov nad Labem";67,56;32,43
"Přerubenice";72;28
"Přeskače";83,33;16,66
"Přestanov";52,25;47,74
"Přestavlky (Chrudim, 572110)";57,62;42,37
"Přestavlky (Litoměřice, 565474)";59,49;40,5
"Přestavlky (Plzeň-jih, 530131)";50,79;49,2
"Přestavlky (Přerov, 517224)";43,75;56,25
"Přestavlky u Čerčan";62,04;37,95
"Přešovice";33,33;66,66
"Přeštěnice";46,47;53,52
"Přeštice";52,64;47,35
"Přešťovice";56,44;43,55
"Převýšov";36,09;63,9
"Přezletice";78,33;21,66
"Přibice";53,94;46,05
"Příbor";54,27;45,72
"Příbram";59,46;40,53
"Příbram na Moravě";49,59;50,4
"Příbraz";69,64;30,35
"Přibyslav (Havlíčkův Brod, 569321)";66,05;33,94
"Přibyslav (Náchod, 574368)";60,8;39,2
"Přibyslavice (Brno-venkov, 583723)";59,04;40,95
"Přibyslavice (Třebíč, 591459)";51,02;48,97
"Příčina";47,96;52,03
"Příčovy";68,11;31,88
"Přídolí";52,12;47,87
"Příchovice";59,97;40,02
"Příkazy";50;50
"Příkosice";52,86;47,13
"Příkrý";51,31;48,68
"Přílepy (Kroměříž, 549720)";50,57;49,42
"Přílepy (Rakovník, 565261)";59,2;40,8
"Příluka";65,45;34,54
"Přimda";37,6;62,39
"Přísečná";59,34;40,65
"Příseka";56,46;43,53
"Přísnotice";52,46;47,53
"Přistoupim";53,57;46,42
"Přišimasy";75,38;24,61
"Příšov";64,7;35,29
"Příšovice";56,38;43,61
"Příštpo";34,58;65,41
"Přítluky";40,21;59,78
"Přívětice";49,24;50,75
"Přívrat";70,71;29,28
"Psárov";55,22;44,77
"Psáry";73,63;26,36
"Psáře";69,62;30,37
"Pstruží";55,79;44,2
"Pšánky";55,1;44,89
"Pšov";31,91;68,08
"Pšovlky";44,37;55,62
"Ptení";50,51;49,48
"Ptenín";46,72;53,27
"Ptice";77,13;22,86
"Ptýrov";62,7;37,29
"Puclice";35,56;64,43
"Pucov";28,73;71,26
"Puchlovice";45,07;54,92
"Puklice";54,18;45,81
"Pulečný";59,23;40,76
"Pustá Kamenice";62,06;37,93
"Pustá Polom";55,66;44,33
"Pustá Rybná";70,19;29,8
"Pustějov";48,67;51,32
"Pustiměř";54,85;45,14
"Pustina";58,82;41,17
"Pustověty";53,33;46,66
"Putim";52,88;47,11
"Putimov";63,18;36,81
"Pyšel";46,73;53,26
"Pyšely";74,62;25,37
"Rabakov";65,85;34,14
"Rabí";47,29;52,7
"Rabštejnská Lhota";67,69;32,3
"Ráby";68,99;31
"Rabyně";61,23;38,76
"Racková";67,53;32,46
"Rácovice";61,25;38,75
"Račetice";28,73;71,26
"Račice (Litoměřice, 565482)";51,31;48,68
"Račice nad Trotinou";51,96;48,03
"Račice (Rakovník, 599760)";60,6;39,39
"Račice (Třebíč, 591521)";40;60
"Račice (Žďár nad Sázavou, 596507)";88,88;11,11
"Račice-Pístovice";51,53;48,46
"Račín";63,41;36,58
"Račiněves";47,66;52,33
"Radčice";73,68;26,31
"Radějov";51,13;48,86
"Radějovice (Praha-východ, 538698)";73,33;26,66
"Radějovice (Strakonice, 536423)";56,25;43,75
"Radenice";64,76;35,23
"Radenín";55,17;44,82
"Radešín";53,52;46,47
"Radešínská Svratka";72,02;27,97
"Radětice (Příbram, 564389)";49,51;50,48
"Radětice (Tábor, 552925)";62,16;37,83
"Radhostice";57,89;42,1
"Radhošť";50,9;49,09
"Radíč";54,03;45,96
"Radíkov";46,01;53,98
"Radíkovice";68,46;31,53
"Radim (Jičín, 573370)";57,77;42,22
"Radim (Kolín, 533629)";54,03;45,96
"Radiměř";49,77;50,22
"Radimovice";69,58;30,41
"Radimovice u Tábora";66,03;33,96
"Radimovice u Želče";68,62;31,37
"Radkov (Jihlava, 587761)";58,62;41,37
"Radkov (Opava, 568317)";35,68;64,31
"Radkov (Svitavy, 574333)";25;75
"Radkov (Tábor, 552941)";60,5;39,49
"Radkov (Žďár nad Sázavou, 549924)";40;60
"Radkova Lhota";30,53;69,46
"Radkovice";50;50
"Radkovice u Budče";42,5;57,5
"Radkovice u Hrotovic";46,51;53,48
"Radkovy";26,82;73,17
"Rádlo";65,77;34,22
"Radnice";53;47
"Radňoves";50;50
"Radňovice";70,61;29,38
"Radomyšl";50,2;49,79
"Radonice (Chomutov, 563323)";31,86;68,13
"Radonice (Praha-východ, 538701)";71,72;28,27
"Radonín";50;50
"Radostice";53,2;46,79
"Radostín (Havlíčkův Brod, 569364)";61,11;38,88
"Radostín nad Oslavou";65,09;34,9
"Radostín (Žďár nad Sázavou, 596566)";53,84;46,15
"Radostná pod Kozákovem";66,42;33,57
"Radostov";65,16;34,83
"Radošov";51,3;48,69
"Radošovice (Benešov, 530531)";56,27;43,72
"Radošovice (České Budějovice, 544965)";59,5;40,49
"Radošovice (Strakonice, 551678)";59,42;40,57
"Radotice";41,86;58,13
"Radotín";31,25;68,75
"Radovesice";39,11;60,88
"Radovesnice I";62,8;37,19
"Radovesnice II";51,7;48,29
"Radslavice (Přerov, 517534)";43,93;56,06
"Radslavice (Vyškov, 593524)";51,23;48,76
"Raduň";57,93;42,06
"Radvanec";66,44;33,55
"Radvanice (Přerov, 517569)";45,91;54,08
"Radvanice (Trutnov, 579629)";57,8;42,19
"Rájec";56,34;43,65
"Rájec-Jestřebí";57,37;42,62
"Ráječko";52,8;47,19
"Rajhrad";63,15;36,84
"Rajhradice";57,19;42,8
"Rajnochovice";57,37;42,62
"Rakousy";76,36;23,63
"Rakov";39,4;60,59
"Raková";62,22;37,77
"Raková u Konice";51,87;48,12
"Rakovice";64,28;35,71
"Rakovník";56,09;43,9
"Rakůvka";42,42;57,57
"Rakvice";59,18;40,81
"Ralsko";29,3;70,69
"Raná (Chrudim, 572152)";50;50
"Raná (Louny, 566659)";44,44;55,55
"Rančířov";72,43;27,56
"Rantířov";66,06;33,93
"Rapotice";60,81;39,18
"Rapotín";49,74;50,25
"Rapšach";39,4;60,59
"Rasošky";55,96;44,03
"Raspenava";44;56
"Rašín";58,33;41,66
"Raškovice";47,27;52,72
"Rašov";52,05;47,94
"Rašovice (Kutná Hora, 534340)";47,11;52,88
"Rašovice (Vyškov, 593532)";57,33;42,66
"Rataje (Benešov, 530549)";50,49;49,5
"Rataje (Kroměříž, 588938)";51,67;48,32
"Rataje nad Sázavou";60,46;39,53
"Rataje (Tábor, 552976)";60,17;39,82
"Ratboř";51;48,99
"Ratenice";59,03;40,96
"Ratiboř (Jindřichův Hradec, 507784)";52,99;47
"Ratiboř (Vsetín, 544787)";59,48;40,51
"Ratibořské Hory";52,46;47,53
"Ratíškovice";49,48;50,51
"Ratměřice";64,02;35,97
"Razová";38,95;61,04
"Ražice";56,36;43,63
"Rebešovice";62,26;37,73
"Rejchartice";53,12;46,87
"Rejštejn";59,86;40,13
"Rešice";48,52;51,47
"Roblín";78,91;21,08
"Ročov";47,77;52,22
"Rodinov";55,78;44,21
"Rodkov";67,14;32,85
"Rodná";57,81;42,18
"Rodvínov";56,02;43,97
"Rohatec";47,27;52,72
"Rohatsko";60,58;39,41
"Rohenice";49,36;50,63
"Rohle";43,06;56,93
"Rohov";45,16;54,83
"Rohovládova Bělá";62,99;37
"Rohozec (Brno-venkov, 582263)";66,9;33,09
"Rohozec (Kutná Hora, 526622)";52,68;47,31
"Rohozná (Jihlava, 587796)";44,9;55,09
"Rohozná (Svitavy, 578673)";49,86;50,13
"Rohoznice (Jičín, 573221)";58,53;41,46
"Rohoznice (Pardubice, 575569)";44;56
"Rohy";57,74;42,25
"Rochlov";49,33;50,66
"Rochov";39,53;60,46
"Rojetín";48,83;51,16
"Rokle";38,95;61,04
"Rokycany";53,07;46,92
"Rokytá";51,03;48,96
"Rokytňany";46,77;53,22
"Rokytnice nad Jizerou";76,8;23,19
"Rokytnice nad Rokytnou";57,49;42,5
"Rokytnice (Přerov, 517607)";42,82;57,17
"Rokytnice v Orlických horách";67,81;32,18
"Rokytnice (Zlín, 556980)";52,39;47,6
"Rokytno";67,43;32,56
"Rokytovec";32,58;67,41
"Ronov nad Doubravou";44,97;55,02
"Ropice";52,24;47,75
"Roprachtice";56,28;43,71
"Roseč";57,36;42,63
"Rosice (Brno-venkov, 583782)";59,65;40,34
"Rosice (Chrudim, 572179)";50;50
"Rosička (Jindřichův Hradec, 560995)";52,38;47,61
"Rosička (Žďár nad Sázavou, 549941)";66,66;33,33
"Rosovice";56,9;43,09
"Rostěnice-Zvonovice";49,3;50,69
"Rostoklaty";70,49;29,5
"Roštění";43,95;56,04
"Roštín";52,94;47,05
"Rotava";30,57;69,42
"Roubanina";50,66;49,33
"Roudná";61,8;38,19
"Roudné";71,15;28,84
"Roudnice";60;40
"Roudnice nad Labem";63,63;36,36
"Roudno";30,07;69,92
"Rouchovany";52,76;47,23
"Roupov";52,66;47,33
"Rousínov";58,59;41,4
"Rouské";48,12;51,87
"Rousměrov";60,31;39,68
"Rovečné";61,39;38,6
"Rovensko";49,46;50,53
"Rovensko pod Troskami";64,5;35,49
"Rovná (Pelhřimov, 561274)";67,44;32,55
"Rovná (Sokolov, 560618)";23,96;76,03
"Rovná (Strakonice, 536865)";59,31;40,68
"Rozdrojovice";73,32;26,67
"Rozhovice";48,21;51,78
"Rozhraní";58,42;41,57
"Rozkoš";40,19;59,8
"Rozseč (Jihlava, 587800)";54,63;45,36
"Rozseč nad Kunštátem";68,37;31,62
"Rozseč (Žďár nad Sázavou, 596639)";54;46
"Rozsíčka";39,17;60,82
"Rozsochatec";63,55;36,44
"Rozsochy";50;50
"Rozstání (Prostějov, 589977)";47,1;52,89
"Rozstání (Svitavy, 578690)";29,53;70,46
"Roztoky (Praha-západ, 539627)";79,53;20,46
"Roztoky (Rakovník, 598526)";55,42;44,57
"Roztoky u Jilemnice";68,92;31,07
"Roztoky u Semil";60;40
"Rozvadov";65,72;34,27
"Rožďalovice";50,52;49,47
"Rožmberk nad Vltavou";60,56;39,43
"Rožmitál na Šumavě";39,17;60,82
"Rožmitál pod Třemšínem";52,82;47,17
"Rožná";48,45;51,54
"Rožnov";60,39;39,6
"Rožnov pod Radhoštěm";62,18;37,81
"Rpety";54,05;45,94
"Rtyně nad Bílinou";44,54;55,45
"Rtyně v Podkrkonoší";62,13;37,86
"Ruda nad Moravou";50,9;49,09
"Ruda (Rakovník, 542326)";50,9;49,09
"Ruda (Žďár nad Sázavou, 596663)";69,33;30,66
"Rudice (Blansko, 582298)";54,49;45,5
"Rudice (Uherské Hradiště, 592552)";40,96;59,03
"Rudíkov";58,83;41,16
"Rudimov";68,38;31,61
"Rudka";57,01;42,98
"Rudlice";44,44;55,55
"Rudná pod Pradědem";37,31;62,68
"Rudná (Praha-západ, 531723)";76,32;23,67
"Rudná (Svitavy, 578703)";28;72
"Rudník";56,48;43,51
"Rudolec";53,33;46,66
"Rudolfov";62,32;37,67
"Rudoltice";51,09;48,9
"Rumburk";44,15;55,84
"Ruprechtov";57,1;42,89
"Rusava";45,72;54,27
"Rusín";46,66;53,33
"Rušinov";33;67
"Růžďka";59,8;40,19
"Růžená";58,12;41,87
"Růžová";57,81;42,18
"Rybí";61,43;38,56
"Rybitví";51,27;48,72
"Rybná nad Zdobnicí";51,88;48,11
"Rybné";59,21;40,78
"Rybnice";55,12;44,87
"Rybníček (Havlíčkův Brod, 569411)";51,02;48,97
"Rybníček (Vyškov, 553972)";39,87;60,12
"Rybník (Domažlice, 554189)";43,58;56,41
"Rybník (Ústí nad Orlicí, 547905)";51,01;48,98
"Rybníky (Příbram, 541257)";69,5;30,49
"Rybníky (Znojmo, 594750)";48,86;51,13
"Rybniště";41,95;58,04
"Rychnov na Moravě";40,57;59,42
"Rychnov nad Kněžnou";57,51;42,48
"Rychnov u Jablonce nad Nisou";65,4;34,59
"Rychnovek";55,78;44,21
"Rychvald";41,69;58,3
"Ryjice";38,09;61,9
"Rýmařov";40,58;59,41
"Rymice";54,59;45,4
"Rynárec";65,07;34,92
"Rynholec";63,28;36,71
"Rynoltice";54,24;45,75
"Ryžoviště";20,44;79,55
"Řásná";61,59;38,4
"Řečany nad Labem";56,95;43,04
"Řečice (Pelhřimov, 548715)";52,87;47,12
"Řečice (Žďár nad Sázavou, 596680)";72,3;27,69
"Řehenice";71,87;28,12
"Řehlovice";48,36;51,63
"Řeka";49,68;50,31
"Řemíčov";60;40
"Řenče";46,26;53,73
"Řendějov";56,25;43,75
"Řepeč";48,82;51,17
"Řepice";67,18;32,81
"Řepín";62,3;37,69
"Řepiště";55,67;44,32
"Řepníky";49,11;50,88
"Řepov";67,2;32,79
"Řeřichy";51,47;48,52
"Řestoky";49,11;50,88
"Řetová";59,7;40,29
"Řetůvka";71,08;28,91
"Řevnice";77,75;22,24
"Řevničov";59,47;40,52
"Řícmanice";62,71;37,28
"Říčany (Brno-venkov, 583839)";61,35;38,64
"Říčany (Praha-východ, 538728)";77,71;22,28
"Říčky";61,47;38,52
"Říčky v Orlických horách";89,33;10,66
"Řídeč";47,05;52,94
"Řídelov";65,51;34,48
"Řídký";83,78;16,21
"Řikonín";70,58;29,41
"Říkov";64,7;35,29
"Říkovice";41,92;58,07
"Římov (České Budějovice, 545007)";71,08;28,91
"Římov (Třebíč, 591645)";49,16;50,83
"Řimovice";56,61;43,38
"Řípec";50,53;49,46
"Řisuty";65,85;34,14
"Řitka";77,01;22,98
"Řitonice";50,94;49,05
"Sádek (Příbram, 541273)";46,09;53,9
"Sádek (Svitavy, 578720)";71,56;28,43
"Sadov";57,08;42,91
"Sadová";51,7;48,29
"Sadská";61,96;38,03
"Salačova Lhota";58,75;41,25
"Salaš";54,02;45,97
"Samopše";64,1;35,89
"Samotišky";67,3;32,69
"Samšín";60;40
"Samšina";48,68;51,31
"Sány";54,45;45,54
"Sázava (Benešov, 534382)";59,32;40,67
"Sázava (Ústí nad Orlicí, 574392)";56,76;43,23
"Sázava (Žďár nad Sázavou, 596701)";71,42;28,57
"Sázavka";68,26;31,73
"Sazená";64,55;35,44
"Sazomín";56,05;43,94
"Sazovice";65,37;34,62
"Sběř";37,72;62,27
"Sebečice";50;50
"Sebranice (Blansko, 582310)";53,73;46,26
"Sebranice (Svitavy, 578738)";76,93;23,06
"Seč (Chrudim, 572225)";55,53;44,46
"Seč (Plzeň-jih, 558311)";50,83;49,16
"Seč (Ústí nad Orlicí, 580902)";66,66;33,33
"Sedlatice";72,97;27,02
"Sedlčany";64,67;35,32
"Sedlec (Břeclav, 584878)";41,09;58,9
"Sedlec (České Budějovice, 545015)";62,21;37,78
"Sedlec (Litoměřice, 546721)";50,84;49,15
"Sedlec (Mladá Boleslav, 529591)";73,02;26,97
"Sedlec (Plzeň-sever, 530271)";33,33;66,66
"Sedlec (Praha-východ, 598283)";74,15;25,84
"Sedlec (Třebíč, 511081)";56,17;43,82
"Sedlec-Prčice";58,98;41,01
"Sedlečko u Soběslavě";69,89;30,1
"Sedlejov";66,84;33,15
"Sedletín";54,5;45,5
"Sedlice (Pelhřimov, 548766)";50,48;49,51
"Sedlice (Příbram, 564630)";54,38;45,61
"Sedlice (Strakonice, 551716)";54,89;45,1
"Sedliště (Frýdek-Místek, 598674)";59,86;40,13
"Sedliště (Jičín, 548961)";50;50
"Sedliště (Plzeň-jih, 540692)";36,84;63,15
"Sedliště (Svitavy, 578746)";60,3;39,69
"Sedlnice";52,7;47,29
"Sedloňov";59,47;40,52
"Sehradice";57,32;42,67
"Sejřek";62,03;37,96
"Sekeřice";40,74;59,25
"Seletice";48,36;51,63
"Selmice";43,05;56,94
"Seloutky";55,3;44,69
"Semanín";48,87;51,12
"Semčice";60,46;39,53
"Semechnice";62,98;37,01
"Semice";66,97;33,02
"Semily";58,71;41,28
"Semín";46,23;53,76
"Semněvice";28,57;71,42
"Semtěš";52,08;47,91
"Sendraž";75;25
"Sendražice";56,33;43,66
"Senec";48,34;51,65
"Senetářov";56,41;43,58
"Senice";50;50
"Senice na Hané";53,89;46,1
"Senička";50;50
"Seninka";56,56;43,43
"Senohraby";78,18;21,81
"Senomaty";52,5;47,5
"Senorady";49,17;50,82
"Senožaty";57,6;42,39
"Sentice";60,1;39,89
"Sepekov";58,76;41,23
"Sezemice (Mladá Boleslav, 599573)";53,84;46,15
"Sezemice (Pardubice, 575640)";62,66;37,33
"Sezimovo Ústí";64,91;35,08
"Schořov";55,35;44,64
"Sibřina";74,35;25,64
"Silůvky";57,82;42,17
"Sirá";58,76;41,23
"Sirákov";57,64;42,35
"Siřejovice";38,18;61,81
"Sivice";68,7;31,29
"Skalice (Hradec Králové, 570800)";57,71;42,28
"Skalice nad Svitavou";51,03;48,96
"Skalice (Tábor, 553077)";56,54;43,45
"Skalice u České Lípy";50,17;49,82
"Skalice (Znojmo, 594768)";41,35;58,64
"Skalička (Brno-venkov, 545295)";63,26;36,73
"Skalička (Přerov, 517747)";59,07;40,92
"Skalka (Hodonín, 586536)";39,6;60,39
"Skalka (Prostějov, 589993)";54,21;45,78
"Skalka u Doks";38,77;61,22
"Skalná";43,64;56,35
"Skalsko";56,92;43,07
"Skály (Písek, 549851)";44,13;55,86
"Skály (Strakonice, 598909)";63,04;36,95
"Skapce";60,6;39,39
"Skašov";39,83;60,16
"Skaštice";50,21;49,78
"Sklené nad Oslavou";47,14;52,85
"Sklené (Svitavy, 578754)";38,93;61,06
"Sklené (Žďár nad Sázavou, 596736)";36,36;63,63
"Skočice";41,26;58,73
"Skomelno";47,27;52,72
"Skopytce";76,28;23,71
"Skorkov (Havlíčkův Brod, 548324)";35,59;64,4
"Skorkov (Mladá Boleslav, 557030)";70,58;29,41
"Skoronice";63,24;36,75
"Skorošice";35,91;64,08
"Skorotice";47,14;52,85
"Skořenice";55,11;44,88
"Skořice";32,57;67,42
"Skotnice";46,4;53,59
"Skrbeň";55,05;44,94
"Skrchov";54,16;45,83
"Skršín";50;50
"Skrýchov u Malšic";43,9;56,09
"Skryje (Brno-venkov, 549894)";21,42;78,57
"Skryje (Havlíčkův Brod, 569461)";36,44;63,55
"Skryje (Rakovník, 542385)";64,48;35,51
"Skřinářov";52,57;47,42
"Skřipel";58,33;41,66
"Skřipov";44,85;55,14
"Skřípov";44,1;55,89
"Skřivany";51,12;48,87
"Skuhrov (Beroun, 531740)";66,66;33,33
"Skuhrov (Havlíčkův Brod, 569470)";57,37;42,62
"Skuhrov (Jablonec nad Nisou, 563803)";65,59;34,4
"Skuhrov nad Bělou";51,25;48,74
"Skuteč";51,14;48,85
"Skvrňov";46,4;53,6
"Slabce";55,19;44,8
"Slabčice";54,36;45,63
"Slaná";58,74;41,25
"Slaník";50,6;49,39
"Slaný";60,3;39,69
"Slapsko";53,48;46,51
"Slapy (Praha-západ, 539660)";76,36;23,63
"Slapy (Tábor, 599042)";61,33;38,66
"Slatina (Kladno, 532827)";52,55;47,44
"Slatina (Klatovy, 578436)";39,5;60,49
"Slatina (Litoměřice, 565601)";47,5;52,5
"Slatina nad Úpou";60,75;39,24
"Slatina nad Zdobnicí";56,14;43,85
"Slatina (Nový Jičín, 568406)";48,6;51,39
"Slatina (Plzeň-sever, 566748)";40;60
"Slatina (Svitavy, 578762)";50;50
"Slatina (Ústí nad Orlicí, 580945)";55,59;44,4
"Slatina (Znojmo, 594776)";19,59;80,4
"Slatiňany";58,38;41,61
"Slatinice";47,27;52,72
"Slatinky";55,81;44,18
"Slatiny";54,01;45,98
"Slavče";52,43;47,56
"Slavětice";39,25;60,74
"Slavětín (Havlíčkův Brod, 548553)";53,33;46,66
"Slavětín (Louny, 566713)";48,84;51,15
"Slavětín nad Metují";68,21;31,78
"Slavětín (Olomouc, 552194)";51,92;48,07
"Slavhostice";32,55;67,44
"Slavičín";53,24;46,75
"Slavičky";60,12;39,87
"Slavíkov";61,42;38,57
"Slavíkovice";34,82;65,17
"Slavkov (Opava, 510289)";53,38;46,61
"Slavkov pod Hostýnem";54,01;45,98
"Slavkov u Brna";66,75;33,24
"Slavkov (Uherské Hradiště, 592579)";40,8;59,19
"Slavníč";59,09;40,9
"Slavonice";44,91;55,08
